Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,52.0,5.0,0.0,91.2280701754386,8.771929824561404,0.0,0.8096192384769538,0.07698770780856191,0.22596991888555307,16.495435595840608,46.84250665833845,54.123379176780546,20.434117592695692,33.68926158408485,0.9495329680136938,0.35849329109992445,0.5910396769137694,45.302092607838524,0.7947735545234829,83.70152288509281,0.8571428571428571,18.0,0.05555555555555555,2.0,0.9444444444444444,34.0,0.14285714285714285,3.0,0.9,0.8571428571428571,0.8780487804878048,0.810206767705014,0.9695767195767195,0.9625909389288426,0.9122807017543859,0.11069340016708436,0.8893065998329156,0.08771929824561403,0.9119487908961594,0.9122807017543859,0.9118117713260766,0.810206767705014,0.9695767195767195,0.9735295174030416,0.9047778149014366,0.9122807017543859,0.948,0.0,0.94,0.0,940.0,0.0,30409.0,148713.0,19038.0,96.49122807017544,56.14035087719298,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,52.0,5.0,0.0,91.2280701754386,8.771929824561404,0.0,0.801670146137787,0.08248960834927455,0.2414279510322103,17.67427633038645,50.04688437961086,54.123379176780546,13.312242440992508,40.81113673578804,0.9495329680136938,0.23354811299986855,0.7159848550138252,44.21105836713258,0.7756326029321505,81.68569486899213,0.7619047619047619,16.0,0.0,0.0,1.0,36.0,0.23809523809523808,5.0,1.0,0.7619047619047619,0.8648648648648648,0.8179178119091964,0.9947089947089947,0.9915302089215133,0.9122807017543859,0.15037593984962405,0.849624060150376,0.08771929824561403,0.9229781771501926,0.9122807017543859,0.9092017513070144,0.8179178119091964,0.9947089947089947,0.9950078728833396,0.8999648999648999,0.9122807017543859,0.896,0.001,0.9,0.0,900.0,0.0,30409.0,148713.0,19038.0,100.0,57.89473684210526,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,51.0,6.0,0.0,89.47368421052632,10.526315789473685,0.0,0.7738095238095238,0.0962016942348103,0.2765577687307891,20.612236636620366,57.3291311829357,54.123379176780546,19.70311358880647,34.42026558797407,0.9495329680136938,0.3456686594527451,0.6038643085609486,42.52715697811707,0.7460904733002994,78.57446749437557,0.8571428571428571,18.0,0.08333333333333333,3.0,0.9166666666666666,33.0,0.14285714285714285,3.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7738095238095238,0.9801587301587301,0.9683633681345352,0.8947368421052632,0.12092731829573934,0.8790726817042606,0.10526315789473684,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.7738095238095238,0.9801587301587302,0.9815418181618079,0.8869047619047619,0.8947368421052632,0.888,0.001,0.88,0.0,880.0,0.0,30409.0,148713.0,19038.0,96.49122807017544,57.01754385964912,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,54.0,3.0,0.0,94.73684210526316,5.2631578947368425,0.0,0.8857715430861722,0.0613003283724033,0.2061935045327308,13.134247628014258,42.74294851551627,54.123379176780546,12.522742630271592,41.60063654650895,0.9495329680136938,0.2196972391275718,0.7298357288861219,47.10917362715707,0.8264767303010012,87.04034068768449,0.9047619047619048,19.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.09523809523809523,2.0,0.95,0.9047619047619048,0.9268292682926829,0.8864143349643965,0.9867724867724867,0.9814814814814815,0.9473684210526315,0.07038429406850459,0.9296157059314955,0.05263157894736842,0.9474395448079658,0.9473684210526315,0.9470870627956459,0.8864143349643965,0.9867724867724867,0.9882486672826007,0.942866688940862,0.9473684210526315,0.895,0.0,0.89,0.0,890.0,0.0,30409.0,148713.0,19038.0,98.24561403508773,56.14035087719298,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,54.0,3.0,0.0,94.73684210526316,5.2631578947368425,0.0,0.8857715430861722,0.05797464658896446,0.18304555935242778,12.42168491855696,37.94448781073384,54.123379176780546,13.869447861662502,40.253931315118045,0.9495329680136938,0.24332364669583337,0.7062093213178604,47.52456637520421,0.8337643223720037,87.80783295140728,0.9047619047619048,19.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.09523809523809523,2.0,0.95,0.9047619047619048,0.9268292682926829,0.8864143349643965,0.9828042328042328,0.979301948051948,0.9473684210526315,0.07038429406850459,0.9296157059314955,0.05263157894736842,0.9474395448079658,0.9473684210526315,0.9470870627956459,0.8864143349643965,0.9828042328042327,0.9853735714611873,0.942866688940862,0.9473684210526315,0.878,0.001,0.88,0.0,880.0,0.0,30409.0,148713.0,19038.0,98.24561403508773,55.26315789473684,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,55.0,2.0,0.0,96.49122807017544,3.508771929824561,0.0,0.9246031746031746,0.052791888971811536,0.16921197018692627,11.311223951266145,35.07684951715232,54.123379176780546,15.116506271403084,39.00687290537746,0.9495329680136938,0.2652018644105804,0.6843311036031134,48.30458288781724,0.8474488225932849,89.24901516226905,0.9523809523809523,20.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.047619047619047616,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9246031746031746,0.9629629629629629,0.9727891156462585,0.9649122807017544,0.04030910609857978,0.9596908939014202,0.03508771929824561,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9246031746031745,0.9629629629629629,0.9658939203283864,0.9623015873015872,0.9649122807017544,0.913,0.001,0.91,0.0,910.0,0.0,30409.0,148713.0,19038.0,98.24561403508773,55.26315789473684,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,55.0,2.0,0.0,96.49122807017544,3.508771929824561,0.0,0.9246031746031746,0.04633430083334315,0.1806072106977789,9.927616979781236,37.43902954596105,54.123379176780546,9.506321554492331,44.617057622288215,0.9495329680136938,0.1667775711314444,0.7827553968822494,48.788265858980395,0.855934488754042,90.14268251733814,0.9523809523809523,20.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.047619047619047616,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9246031746031746,0.996031746031746,0.9931869717584003,0.9649122807017544,0.04030910609857978,0.9596908939014202,0.03508771929824561,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9246031746031745,0.9960317460317462,0.9961404092983039,0.9623015873015872,0.9649122807017544,0.89,0.0,0.88,0.0,880.0,0.0,30409.0,148713.0,19038.0,98.24561403508773,52.63157894736842,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,56.0,1.0,0.0,98.24561403508773,1.7543859649122806,0.0,0.9632968448164841,0.03207050903601448,0.11795164547377686,6.813151865253805,24.218340886659867,54.87850267297728,3.9173246216004043,50.96117805137687,0.9627807486487242,0.06872499336141061,0.8940557552873135,51.479464702129555,0.9031485035461325,93.80624870342638,1.0,22.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.0,0.0,0.9565217391304348,1.0,0.9777777777777777,0.9639463400956773,1.0,1.0,0.9824561403508771,0.011027568922305764,0.9889724310776942,0.017543859649122806,0.9832189168573607,0.9824561403508771,0.9825239427070089,0.9639463400956773,1.0,1.0,0.9816425120772947,0.9824561403508771,0.884,0.0,0.88,0.0,880.0,0.0,30409.0,148713.0,19038.0,100.0,57.89473684210526,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,512.0,57.0,54.0,3.0,0.0,94.73684210526316,5.2631578947368425,0.0,0.8898905344494525,0.06685941635710836,0.16671593916797972,14.203808138862742,34.2308361175633,54.87850267297728,7.498975440522566,47.37952723245471,0.9627807486487242,0.13156097264074676,0.8312197760079774,47.52874490958705,0.8338376299927552,86.60721884635288,0.9545454545454546,21.0,0.05714285714285714,2.0,0.9428571428571428,33.0,0.045454545454545456,1.0,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.8904905361044291,0.9961038961038962,0.9941460055096418,0.9473684210526315,0.04996582365003417,0.9500341763499659,0.05263157894736842,0.9483779781935656,0.9473684210526315,0.9475718281210272,0.8904905361044291,0.9961038961038963,0.9962909936594146,0.9449275362318841,0.9473684210526315,0.884,0.0,0.89,0.0,890.0,0.0,30409.0,148713.0,19038.0,100.0,62.280701754385966,?
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.01 -M 0.8 -N 500 -V 0 -S 270 -E 20 -H 8',-5990607817048210779,2.01906131546E7,513.0,56.0,51.0,5.0,0.0,91.07142857142857,8.928571428571429,0.0,0.8076923076923077,0.10953257722966452,0.2576059165173714,23.394205193686762,53.21030762958768,53.4491279065209,20.81137902351285,32.63774888300805,0.9544487126164446,0.37163176827701516,0.5828169443394294,40.87919652973645,0.7299856523167223,76.48243878035119,0.8571428571428571,18.0,0.05714285714285714,2.0,0.9428571428571428,33.0,0.14285714285714285,3.0,0.9,0.8571428571428571,0.8780487804878048,0.808290376865476,0.9659863945578231,0.9591787439613526,0.9107142857142857,0.11071428571428572,0.8892857142857142,0.08928571428571429,0.9104166666666667,0.9107142857142857,0.9102542081758845,0.808290376865476,0.9659863945578231,0.9705846830894315,0.9038131226382685,0.9107142857142857,0.899,0.0,0.9,0.0,900.0,0.0,30409.0,148998.0,18753.0,98.21428571428571,61.607142857142854,?
