Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,57.0,0.0,0.0,100.0,0.0,0.0,1.0,0.008673368815296683,0.011399039853972774,1.8583615588018279,2.3629676148568226,54.123379176780546,0.7186390990433039,53.404740077737245,0.9495329680136938,0.012607703491987789,0.936925264521706,53.40474007773722,0.9369252645217057,98.67222056350904,1.0,21.0,0.0,0.0,1.0,36.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013,0.001,0.01,0.0,10.0,0.0,9579.0,148713.0,19038.0,100.0,50.0,'Number of leaves: 15\nSize of the tree: 29\n',29.0,15.0,15.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,52.0,5.0,0.0,91.2280701754386,8.771929824561404,0.0,0.816955684007707,0.09598153251404024,0.29430781896217945,20.56506464528556,61.0086335266563,54.123379176780546,4301.444652855133,-4247.321273678353,0.9495329680136938,75.46394127816023,-74.51440831014654,42.95890097039623,0.753664929305197,79.37217081380243,0.9523809523809523,20.0,0.1111111111111111,4.0,0.8888888888888888,32.0,0.047619047619047616,1.0,0.8333333333333334,0.9523809523809523,0.888888888888889,0.8219277191853159,0.9398148148148148,0.8293650793650793,0.9122807017543859,0.07101086048454469,0.9289891395154553,0.08771929824561403,0.9194577352472089,0.9122807017543859,0.9132977370963641,0.8219277191853159,0.9398148148148148,0.9096854976356361,0.9082125603864735,0.9122807017543859,0.008,0.001,0.01,0.0,10.0,0.0,8851.0,148713.0,19038.0,91.2280701754386,50.0,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,53.0,4.0,0.0,92.98245614035088,7.017543859649122,0.0,0.8521400778210116,0.09018104872887812,0.265062890799841,19.322249273502035,54.94629678323877,54.123379176780546,2160.018936522606,-2105.8955573458256,0.9495329680136938,37.89506906180011,-36.945536093786416,43.988344235113765,0.7717253374581362,81.27420147111803,0.9523809523809523,20.0,0.08333333333333333,3.0,0.9166666666666666,33.0,0.047619047619047616,1.0,0.8695652173913043,0.9523809523809523,0.909090909090909,0.8544784126535336,0.9391534391534392,0.8546588535079582,0.9298245614035088,0.06077694235588973,0.9392230576441103,0.07017543859649122,0.9333692286983443,0.9298245614035088,0.9304169514695829,0.8544784126535336,0.9391534391534392,0.9164467439761272,0.9259740259740259,0.9298245614035088,0.01,0.001,0.01,0.0,10.0,0.0,8851.0,148713.0,19038.0,92.98245614035088,52.63157894736842,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,53.0,4.0,0.0,92.98245614035088,7.017543859649122,0.0,0.8492063492063492,0.07770232031692131,0.26234721174251346,16.64854892968523,54.383349223881524,54.123379176780546,2160.133928610781,-2106.0105494340005,0.9495329680136938,37.897086466855804,-36.94755349884211,45.117446474650706,0.7915341486780826,83.36036507862119,0.9047619047619048,19.0,0.05555555555555555,2.0,0.9444444444444444,34.0,0.09523809523809523,2.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.8492063492063492,0.9411375661375662,0.8717246157722349,0.9298245614035088,0.08061821219715956,0.9193817878028403,0.07017543859649122,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.8492063492063491,0.941137566137566,0.9185660300849591,0.9246031746031746,0.9298245614035088,0.007,0.0,0.01,0.0,10.0,0.0,8851.0,148713.0,19038.0,92.98245614035088,50.0,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,50.0,7.0,0.0,87.71929824561404,12.280701754385966,0.0,0.7485822306238185,0.12798519286722546,0.35047025763358375,27.422189415123352,72.65084422615297,54.123379176780546,6452.465857911222,-6398.342478734441,0.9495329680136938,113.20115540195127,-112.25162243393757,39.02337740880885,0.6846206562948921,72.1007778936875,0.9523809523809523,20.0,0.16666666666666666,6.0,0.8333333333333334,30.0,0.047619047619047616,1.0,0.7692307692307693,0.9523809523809523,0.8510638297872339,0.7609533377782035,0.8895502645502645,0.7438569273863392,0.8771929824561403,0.09147869674185465,0.9085213032581454,0.12280701754385964,0.894606242653781,0.8771929824561403,0.8791429192224768,0.7609533377782035,0.8895502645502645,0.8512001685258558,0.8732931089234677,0.8771929824561403,0.006,0.0,0.0,0.0,0.0,0.0,8851.0,148713.0,19038.0,87.71929824561404,50.0,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,52.0,5.0,0.0,91.2280701754386,8.771929824561404,0.0,0.8096192384769538,0.1020905430707899,0.2767337100479165,21.873985160801514,57.36560299458065,54.123379176780546,23.67665603253096,30.446723144249585,0.9495329680136938,0.41537993039528,0.5341530376184138,42.44165307535551,0.7445904048307984,78.41648788544857,0.8571428571428571,18.0,0.05555555555555555,2.0,0.9444444444444444,34.0,0.14285714285714285,3.0,0.9,0.8571428571428571,0.8780487804878048,0.810206767705014,0.9384920634920635,0.906060606060606,0.9122807017543859,0.11069340016708436,0.8893065998329156,0.08771929824561403,0.9119487908961594,0.9122807017543859,0.9118117713260766,0.810206767705014,0.9384920634920635,0.9249884720472956,0.9047778149014366,0.9122807017543859,0.008,0.0,0.0,0.0,0.0,0.0,8487.0,148713.0,19038.0,96.49122807017544,59.64912280701754,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,52.0,5.0,0.0,91.2280701754386,8.771929824561404,0.0,0.8096192384769538,0.09609845509295624,0.2935603747467376,20.590116551948434,60.8536918387925,54.123379176780546,4301.090170951511,-4246.96679177473,0.9495329680136938,75.45772229739492,-74.50818932938122,42.952288303842415,0.7535489176112704,79.35995305014022,0.8571428571428571,18.0,0.05555555555555555,2.0,0.9444444444444444,34.0,0.14285714285714285,3.0,0.9,0.8571428571428571,0.8780487804878048,0.810206767705014,0.8478835978835979,0.8600389863547758,0.9122807017543859,0.11069340016708436,0.8893065998329156,0.08771929824561403,0.9119487908961594,0.9122807017543859,0.9118117713260766,0.810206767705014,0.8478835978835979,0.8736006835729829,0.9047778149014366,0.9122807017543859,0.008,0.001,0.0,0.0,0.0,0.0,8487.0,148713.0,19038.0,91.2280701754386,50.0,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,55.0,2.0,0.0,96.49122807017544,3.508771929824561,0.0,0.925974025974026,0.04721320346320346,0.18589178270991027,10.030109745957034,38.168103069816006,54.87850267297728,1080.0663963696888,-1025.1878936967116,0.9627807486487242,18.948533269643665,-17.98575252099494,49.661050161585294,0.8712464940628999,90.49272072439194,0.9545454545454546,21.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.045454545454545456,1.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.925974025974026,0.9818181818181818,0.9462263325899688,0.9649122807017544,0.03893825472772842,0.9610617452722717,0.03508771929824561,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9259740259740261,0.9818181818181819,0.9704689243932088,0.9629870129870131,0.9649122807017544,0.01,0.0,0.02,0.0,20.0,0.0,8487.0,148713.0,19038.0,96.49122807017544,50.87719298245614,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,53.0,4.0,0.0,92.98245614035088,7.017543859649122,0.0,0.8494055482166446,0.07972527128873877,0.26460944756772864,16.93706763989173,54.330753736290404,54.87850267297728,3229.3132896593825,-3174.434786986405,0.9627807486487242,56.65461911683127,-55.691838368182545,45.6899941701865,0.8015788450909913,83.25663410034092,0.8636363636363636,19.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.13636363636363635,3.0,0.95,0.8636363636363636,0.9047619047619048,0.851823761469308,0.8727272727272727,0.8684019941219544,0.9298245614035088,0.09475962633857371,0.9052403736614263,0.07017543859649122,0.9309151256519678,0.9298245614035088,0.9291283764967976,0.851823761469308,0.8727272727272727,0.8733723430350333,0.9246031746031746,0.9298245614035088,0.01,0.0,0.01,0.0,10.0,0.0,8851.0,148713.0,19038.0,92.98245614035088,50.0,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,513.0,56.0,55.0,1.0,0.0,98.21428571428571,1.7857142857142858,0.0,0.9622641509433961,0.028570313893347615,0.13449594338013218,6.102109551093423,27.78107979404985,53.4491279065209,1074.875101840679,-1021.4259739341582,0.9544487126164446,19.194198247154983,-18.23974953453854,50.477521677115774,0.9013843156627817,94.4403092327301,1.0,21.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.0,0.0,0.9545454545454546,1.0,0.9767441860465117,0.9629500128629354,0.9850340136054422,0.9524840239125953,0.9821428571428571,0.010714285714285714,0.9892857142857142,0.017857142857142856,0.9829545454545455,0.9821428571428571,0.982221098752949,0.9629500128629355,0.9850340136054422,0.9754850803957947,0.9811257162116616,0.9821428571428571,0.01,0.0,0.01,0.0,10.0,0.0,8487.0,148998.0,18753.0,98.21428571428571,50.892857142857146,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,53.0,4.0,0.0,92.98245614035088,7.017543859649122,0.0,0.8549618320610687,0.08088642659279782,0.26533174156256545,17.330777580194443,55.00202828814494,54.123379176780546,4296.8902071194625,-4242.766827942682,0.9495329680136938,75.38403872139408,-74.43450575338038,44.85169317910804,0.7868718101597901,82.86935121440061,1.0,21.0,0.1111111111111111,4.0,0.8888888888888888,32.0,0.0,0.0,0.84,1.0,0.9130434782608696,0.8640987597877147,0.9444444444444444,0.84,0.9298245614035088,0.04093567251461988,0.9590643274853801,0.07017543859649122,0.9410526315789474,0.9298245614035088,0.9308116839413111,0.8640987597877147,0.9444444444444443,0.9151985226223454,0.9271099744245525,0.9298245614035088,0.01,0.0,0.01,0.0,10.0,0.0,8487.0,148713.0,19038.0,92.98245614035088,50.0,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,54.0,3.0,0.0,94.73684210526316,5.2631578947368425,0.0,0.8901734104046242,0.07089087428422614,0.23438986328286124,15.189124139090648,48.58792172702953,54.123379176780546,1090.1586373465548,-1036.0352581697741,0.9495329680136938,19.125590128886927,-18.17605716087323,46.1935332466943,0.810412863977093,85.34857569741649,1.0,21.0,0.08333333333333333,3.0,0.9166666666666666,33.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.8955910525085281,0.9484126984126984,0.8551587301587301,0.9473684210526315,0.03070175438596491,0.9692982456140351,0.05263157894736842,0.9539473684210527,0.9473684210526315,0.9479786422578186,0.895591052508528,0.9484126984126983,0.9278282206490885,0.9449275362318841,0.9473684210526315,0.009,0.0,0.01,0.0,10.0,0.0,8851.0,148713.0,19038.0,94.73684210526316,51.75438596491228,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
WDBC-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01906131544E7,512.0,57.0,55.0,2.0,0.0,96.49122807017544,3.508771929824561,0.0,0.9246031746031746,0.04929166882944314,0.1867426076733083,10.561264541209768,38.710868625672106,54.123379176780546,1080.9732402737313,-1026.8498610969507,0.9495329680136938,18.964442811819847,-18.01490984380615,48.746487016267075,0.8552015266011768,90.06549065801825,0.9523809523809523,20.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.047619047619047616,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9246031746031746,0.9523809523809523,0.8944856730571014,0.9649122807017544,0.04030910609857978,0.9596908939014202,0.03508771929824561,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9246031746031745,0.9523809523809523,0.9385809020158049,0.9623015873015872,0.9649122807017544,0.01,0.0,0.01,0.0,10.0,0.0,8123.0,148713.0,19038.0,96.49122807017544,50.87719298245614,'Number of leaves: 11\nSize of the tree: 21\n',21.0,11.0,11.0
